movieId,title,genres,imdbId,user rating
34,Babe (1995),Children|Drama,112431,4.0
35,Carrington (1995),Drama|Romance,112637,3.0
36,Dead Man Walking (1995),Crime|Drama,112818,4.0
39,Clueless (1995),Comedy|Romance,112697,3.0
40,"Cry, the Beloved Country (1995)",Drama,112749,3.75
41,Richard III (1995),Drama|War,114279,4.0
42,Dead Presidents (1995),Action|Crime|Drama,112819,3.0
43,Restoration (1995),Drama,114272,3.0
44,Mortal Kombat (1995),Action|Adventure|Fantasy,113855,3.0
45,To Die For (1995),Comedy|Drama|Thriller,114681,3.5
46,How to Make an American Quilt (1995),Drama|Romance,113347,3.0
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,4.0
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,114148,3.0
49,When Night Is Falling (1995),Drama|Romance,114916,4.0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,114814,4.5
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,113819,4.0
53,Lamerica (1994),Adventure|Drama,110299,3.0
54,"Big Green, The (1995)",Children|Comedy,112499,2.5
55,Georgia (1995),Drama,113158,3.0
57,Home for the Holidays (1995),Drama,113321,4.0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,4.0
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,112714,3.0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,113419,3.0
61,Eye for an Eye (1996),Drama|Thriller,116260,3.5
62,Mr. Holland's Opus (1995),Drama,113862,4.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,116126,3.0
64,Two if by Sea (1996),Comedy|Romance,118002,3.0
65,Bio-Dome (1996),Comedy,115683,2.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,116839,2.25
68,French Twist (Gazon maudit) (1995),Comedy|Romance,113149,3.5
69,Friday (1995),Comedy,113118,4.0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,116367,3.5
71,Fair Game (1995),Action,113010,2.5
72,Kicking and Screaming (1995),Comedy|Drama,113537,4.5
73,"Misérables, Les (1995)",Drama|War,113828,4.0
74,Bed of Roses (1996),Drama|Romance,115644,3.0
75,Big Bully (1996),Comedy|Drama,115676,2.25
76,Screamers (1995),Action|Sci-Fi|Thriller,114367,3.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,3.0
79,"Juror, The (1996)",Drama|Thriller,116731,3.0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,3.0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,3.0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,4.0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,4.0
84,Last Summer in the Hamptons (1995),Comedy|Drama,113612,4.0
85,Angels and Insects (1995),Drama|Romance,112365,4.0
86,White Squall (1996),Action|Adventure|Drama,118158,3.25
87,Dunston Checks In (1996),Children|Comedy,116151,2.5
88,Black Sheep (1996),Comedy,115697,3.0
89,Nick of Time (1995),Action|Thriller,113972,3.0
90,"Journey of August King, The (1995)",Drama,113490,3.0
92,Mary Reilly (1996),Drama|Horror|Thriller,117002,3.0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,2.0
94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,4.0
95,Broken Arrow (1996),Action|Adventure|Thriller,115759,3.0
96,In the Bleak Midwinter (1995),Comedy|Drama,113403,4.0
97,"Hate (Haine, La) (1995)",Crime|Drama,113247,4.0
100,City Hall (1996),Drama|Thriller,115907,4.0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,4.0
102,Mr. Wrong (1996),Comedy,117102,3.0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,3.0
104,Happy Gilmore (1996),Comedy,116483,4.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,4.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,3.5
108,Catwalk (1996),Documentary,112646,2.0
110,Braveheart (1995),Action|Drama|War,112573,4.0
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,4.0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,3.0
113,Before and After (1996),Drama|Mystery,115645,3.5
114,Margaret's Museum (1995),Drama,113774,4.0
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,112556,4.0
116,Anne Frank Remembered (1995),Documentary,112373,4.0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,4.0
118,If Lucy Fell (1996),Comedy|Romance,116606,3.5
121,"Boys of St. Vincent, The (1992)",Drama,106473,4.0
122,Boomerang (1992),Comedy|Romance,103859,3.0
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,4.0
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,114808,5.0
125,Flirting With Disaster (1996),Comedy,116324,3.5
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,2.25
129,Pie in the Sky (1996),Comedy|Romance,114131,4.0
131,Frankie Starlight (1995),Drama|Romance,113107,3.0
132,Jade (1995),Thriller,113451,3.0
135,Down Periscope (1996),Comedy,116130,3.0
137,Man of the Year (1995),Documentary,113756,2.5
138,"Neon Bible, The (1995)",Drama,113952,1.0
140,Up Close and Personal (1996),Drama|Romance,118055,3.0
141,"Birdcage, The (1996)",Comedy,115685,3.5
144,"Brothers McMullen, The (1995)",Comedy,112585,3.0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,3.5
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,3.0
147,"Basketball Diaries, The (1995)",Drama,112461,4.0
149,Amateur (1994),Crime|Drama|Thriller,109093,4.0
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,4.0
151,Rob Roy (1995),Action|Drama|Romance|War,114287,3.0
152,"Addiction, The (1995)",Drama|Horror,112288,2.5
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,3.0
154,Beauty of the Day (Belle de jour) (1967),Drama,61395,4.0
155,Beyond Rangoon (1995),Adventure|Drama|War,112495,3.0
156,Blue in the Face (1995),Comedy|Drama,112541,4.0
157,Canadian Bacon (1995),Comedy|War,109370,3.0
158,Casper (1995),Adventure|Children,112642,3.0
159,Clockers (1995),Crime|Drama|Mystery,112688,4.0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,3.0
161,Crimson Tide (1995),Drama|Thriller|War,112740,4.0
162,Crumb (1994),Documentary,109508,4.0
163,Desperado (1995),Action|Romance|Western,112851,3.0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,3.5
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,3.5
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,3.0
168,First Knight (1995),Action|Drama|Romance,113071,3.0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,2.75
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,3.0
171,Jeffrey (1995),Comedy|Drama,113464,2.75
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,2.5
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,2.5
174,Jury Duty (1995),Comedy,113500,2.25
175,Kids (1995),Drama,113540,4.0
176,Living in Oblivion (1995),Comedy,113677,4.0
177,Lord of Illusions (1995),Horror,113690,3.5
178,Love & Human Remains (1993),Comedy|Drama,107447,4.0
179,Mad Love (1995),Drama|Romance,113729,3.0
180,Mallrats (1995),Comedy|Romance,113749,3.75
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,1.0
182,Moonlight and Valentino (1995),Drama|Romance,113851,3.0
183,Mute Witness (1994),Comedy|Horror|Thriller,110604,3.0
184,Nadja (1994),Drama,110620,3.5
185,"Net, The (1995)",Action|Crime|Thriller,113957,3.0
186,Nine Months (1995),Comedy|Romance,113986,3.0
187,Party Girl (1995),Comedy,114095,3.0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,3.0
190,Safe (1995),Thriller,114323,3.0
191,"Scarlet Letter, The (1995)",Drama|Romance,114345,2.5
193,Showgirls (1995),Drama,114436,2.0
194,Smoke (1995),Comedy|Drama,114478,4.0
195,Something to Talk About (1995),Comedy|Drama|Romance,114496,3.0
196,Species (1995),Horror|Sci-Fi,114508,3.0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,3.5
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,4.0
200,"Tie That Binds, The (1995)",Thriller,114666,3.0
201,Three Wishes (1995),Drama|Fantasy,114663,1.0
202,Total Eclipse (1995),Drama|Romance,114702,3.25
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,3.0
204,Under Siege 2: Dark Territory (1995),Action,114781,3.0
205,Unstrung Heroes (1995),Comedy|Drama,114798,3.0
206,Unzipped (1995),Documentary,114805,2.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,3.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,3.0
209,White Man's Burden (1995),Drama,114928,3.0
210,Wild Bill (1995),Western,114938,3.0
211,"Browning Version, The (1994)",Drama,109340,4.5
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,1.5
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579,4.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882,4.5
215,Before Sunrise (1995),Drama|Romance,112471,4.0
216,Billy Madison (1995),Comedy,112508,3.0
217,"Babysitter, The (1995)",Drama|Thriller,112438,3.0
218,Boys on the Side (1995),Comedy|Drama,112571,3.0
219,"Cure, The (1995)",Drama,112757,3.0
220,Castle Freak (1995),Horror,112643,1.0
222,Circle of Friends (1995),Drama|Romance,112679,4.0
223,Clerks (1994),Comedy,109445,4.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,3.0
225,Disclosure (1994),Drama|Thriller,109635,3.0
226,Dream Man (1995),Thriller,112899,5.0
227,Drop Zone (1994),Action|Thriller,109676,3.0
228,Destiny Turns on the Radio (1995),Comedy,112854,2.5
229,Death and the Maiden (1994),Drama|Thriller,109579,4.0
230,Dolores Claiborne (1995),Drama|Thriller,109642,3.0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686,3.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,4.0
233,Exotica (1994),Drama,109759,3.0
234,Exit to Eden (1994),Comedy,109758,2.0
235,Ed Wood (1994),Comedy|Drama,109707,3.5
236,French Kiss (1995),Action|Comedy|Romance,113117,3.0
237,Forget Paris (1995),Comedy|Romance,113097,3.0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028,3.5
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198,3.0
240,Hideaway (1995),Thriller,113303,3.0
241,Fluke (1995),Children|Drama,113089,3.5
242,Farinelli: il castrato (1994),Drama|Musical,109771,3.0
243,Gordy (1995),Children|Comedy|Fantasy,113199,1.0
245,The Glass Shield (1994),Crime|Drama,109906,3.0
246,Hoop Dreams (1994),Documentary,110057,4.0
247,Heavenly Creatures (1994),Crime|Drama,110005,4.0
248,Houseguest (1994),Comedy,110066,3.0
249,Immortal Beloved (1994),Drama|Romance,110116,4.0
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006,3.0
251,"Hunted, The (1995)",Action,113360,2.75
252,I.Q. (1994),Comedy|Romance,110099,3.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148,3.5
254,Jefferson in Paris (1995),Drama,113463,2.0
255,"Jerky Boys, The (1995)",Comedy,110189,1.0
256,Junior (1994),Comedy|Sci-Fi,110216,3.0
257,Just Cause (1995),Mystery|Thriller,113501,3.0
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538,3.0
259,Kiss of Death (1995),Crime|Drama|Thriller,113552,3.25
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,4.0
261,Little Women (1994),Drama,110367,4.0
262,"Little Princess, A (1995)",Children|Drama,113670,4.0
263,Ladybird Ladybird (1994),Drama,110296,3.5
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994,4.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,110322,4.0
267,Major Payne (1995),Comedy,110443,2.0
268,Little Odessa (1994),Crime|Drama,110365,3.0
269,My Crazy Life (Mi vida loca) (1993),Drama,107566,4.0
270,Love Affair (1994),Drama|Romance,110391,4.0
271,Losing Isaiah (1995),Drama,113691,4.0
272,"Madness of King George, The (1994)",Comedy|Drama,110428,4.0
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836,3.0
274,Man of the House (1995),Comedy,113755,3.0
275,Mixed Nuts (1994),Comedy,110538,3.0
276,Milk Money (1994),Comedy|Romance,110516,3.0
277,Miracle on 34th Street (1994),Drama,110527,3.0
278,Miami Rhapsody (1995),Comedy,113808,3.0
279,My Family (1995),Drama,113896,3.5
280,Murder in the First (1995),Drama|Thriller,113870,3.0
281,Nobody's Fool (1994),Comedy|Drama|Romance,110684,3.75
282,Nell (1994),Drama,110638,3.0
283,New Jersey Drive (1995),Crime|Drama,113967,3.0
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,3.5
289,Only You (1994),Comedy|Romance,110737,3.0
290,Once Were Warriors (1994),Crime|Drama,110729,4.0
291,Poison Ivy II (1996),Drama|Thriller,114151,2.0
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069,3.0
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,4.0
294,"Perez Family, The (1995)",Comedy|Romance,114113,3.5
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,4.5
298,Pushing Hands (Tui shou) (1992),Drama,105652,3.25
299,Priest (1994),Drama,110889,3.0
300,Quiz Show (1994),Drama,110932,4.0
301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129,4.0
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963,4.0
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214,3.0
304,Roommates (1995),Comedy|Drama,114296,3.0
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907,2.0
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495,4.0
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394,4.0
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507,4.0
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,110769,4.5
312,Stuart Saves His Family (1995),Comedy,114571,1.5
313,"Swan Princess, The (1994)",Animation|Children,111333,3.0
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112,4.0
315,"Specialist, The (1994)",Action|Drama|Thriller,111255,3.0
316,Stargate (1994),Action|Adventure|Sci-Fi,111282,3.0
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070,3.0
318,"Shawshank Redemption, The (1994)",Crime|Drama,111161,5.0
319,Shallow Grave (1994),Comedy|Drama|Thriller,111149,4.0
320,Suture (1993),Film-Noir|Thriller,108260,3.5
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966,4.5
322,Swimming with Sharks (1995),Comedy|Drama,114594,4.0
324,"Sum of Us, The (1994)",Comedy|Drama,111309,4.0
325,National Lampoon's Senior Trip (1995),Comedy,113936,2.0
326,To Live (Huozhe) (1994),Drama,110081,4.0
327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614,3.0
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608,3.25
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280,3.0
330,Tales from the Hood (1995),Action|Crime|Horror,114609,4.0
331,Tom & Viv (1994),Drama,111454,3.0
332,Village of the Damned (1995),Horror|Sci-Fi,114852,2.5
333,Tommy Boy (1995),Comedy,114694,3.75
334,Vanya on 42nd Street (1994),Drama,111590,3.0
335,Underneath (1995),Mystery|Thriller,114788,4.0
336,"Walking Dead, The (1995)",Drama|War,114888,3.0
337,What's Eating Gilbert Grape (1993),Drama,108550,4.0
338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857,3.0
339,While You Were Sleeping (1995),Comedy|Romance,114924,3.0
340,"War, The (1994)",Adventure|Drama|War,111667,3.0
341,Double Happiness (1994),Drama,109655,4.5
342,Muriel's Wedding (1994),Comedy,110598,4.0
343,"Baby-Sitters Club, The (1995)",Children,112435,2.5
344,Ace Ventura: Pet Detective (1994),Comedy,109040,3.0
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045,3.75
346,Backbeat (1993),Drama|Musical,106339,3.0
347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779,4.0
348,Bullets Over Broadway (1994),Comedy,109348,4.0
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,109444,4.0
350,"Client, The (1994)",Drama|Mystery|Thriller,109446,3.0
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484,3.0
352,Crooklyn (1994),Comedy|Drama,109504,3.0
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,109506,3.5
354,Cobb (1994),Drama,109450,3.5
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813,2.0
356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830,4.0
357,Four Weddings and a Funeral (1994),Comedy|Romance,109831,4.0
358,Higher Learning (1995),Drama,113305,4.0
360,I Love Trouble (1994),Action|Comedy,110093,2.0
361,It Could Happen to You (1994),Comedy|Drama|Romance,110167,3.0
362,"Jungle Book, The (1994)",Adventure|Children|Romance,110213,3.0
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,107472,3.5
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,110357,4.0
365,Little Buddha (1993),Drama,107426,3.0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,111686,3.5
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,110475,3.0
368,Maverick (1994),Adventure|Comedy|Western,110478,3.5
369,Mrs. Parker and the Vicious Circle (1994),Drama,110588,4.0
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,110622,3.0
371,"Paper, The (1994)",Comedy|Drama,110771,3.0
372,Reality Bites (1994),Comedy|Drama|Romance,110950,3.75
373,Red Rock West (1992),Thriller,105226,4.0
374,Richie Rich (1994),Children|Comedy,110989,2.0
375,Safe Passage (1994),Drama,111054,4.0
376,"River Wild, The (1994)",Action|Thriller,110997,3.0
377,Speed (1994),Action|Romance|Thriller,111257,3.5
378,Speechless (1994),Comedy|Romance,111256,3.0
379,Timecop (1994),Action|Sci-Fi|Thriller,111438,3.0
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503,3.5
381,When a Man Loves a Woman (1994),Drama|Romance,111693,3.0
382,Wolf (1994),Drama|Horror|Romance|Thriller,111742,3.0
383,Wyatt Earp (1994),Western,111756,3.0
384,Bad Company (1995),Action|Crime|Drama,112443,3.0
385,"Man of No Importance, A (1994)",Drama,110455,3.5
386,S.F.W. (1994),Drama,111048,4.0
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399,3.0
388,Boys Life (1995),Drama,112570,4.0
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454,4.0
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,59170,3.5
391,Jason's Lyric (1994),Crime|Drama,110186,4.0
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,108069,3.0
393,Street Fighter (1994),Action|Adventure|Fantasy,111301,2.0
396,Fall Time (1995),Drama,113014,0.5
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,109339,4.0
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,110027,2.0
407,In the Mouth of Madness (1995),Horror|Thriller,113409,4.0
408,8 Seconds (1994),Drama,109021,3.25
409,Above the Rim (1994),Crime|Drama,109035,3.5
410,Addams Family Values (1993),Children|Comedy|Fantasy,106220,3.0
412,"Age of Innocence, The (1993)",Drama,106226,3.0
413,Airheads (1994),Comedy,109068,2.5
414,"Air Up There, The (1994)",Comedy,109067,3.0
415,Another Stakeout (1993),Comedy|Thriller,106292,3.0
416,Bad Girls (1994),Western,109198,3.0
417,Barcelona (1994),Comedy|Romance,109219,3.0
418,Being Human (1993),Drama,106379,5.0
419,"Beverly Hillbillies, The (1993)",Comedy,106400,2.0
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254,3.0
421,Black Beauty (1994),Adventure|Children|Drama,109279,3.0
422,Blink (1994),Thriller,109297,2.75
423,Blown Away (1994),Action|Thriller,109303,3.0
424,Blue Chips (1994),Drama,109305,2.75
425,Blue Sky (1994),Drama|Romance,109306,3.0
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,106452,3.0
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,106471,2.5
428,"Bronx Tale, A (1993)",Drama,106489,4.0
429,Cabin Boy (1994),Comedy,109361,2.0
430,Calendar Girl (1993),Comedy|Drama,106505,1.0
431,Carlito's Way (1993),Crime|Drama,106519,4.0
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439,3.0
433,Clean Slate (1994),Comedy,109443,2.0
434,Cliffhanger (1993),Action|Adventure|Thriller,106582,3.0
435,Coneheads (1993),Comedy|Sci-Fi,106598,3.0
436,Color of Night (1994),Drama|Thriller,109456,3.0
437,Cops and Robbersons (1994),Comedy,109480,3.0
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,109493,3.0
439,Dangerous Game (1993),Drama,106660,3.0
440,Dave (1993),Comedy|Romance,106673,3.5
441,Dazed and Confused (1993),Comedy,106677,4.0
442,Demolition Man (1993),Action|Adventure|Sci-Fi,106697,3.0
443,"Endless Summer 2, The (1994)",Adventure|Documentary,109729,3.5
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,106834,3.0
445,Fatal Instinct (1993),Comedy,106873,4.0
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,106332,4.0
447,"Favor, The (1994)",Comedy|Romance,109783,3.0
448,Fearless (1993),Drama,106881,4.0
449,Fear of a Black Hat (1994),Comedy,106880,4.0
450,With Honors (1994),Comedy|Drama,111732,3.0
451,Flesh and Bone (1993),Drama|Mystery|Romance,106926,3.0
452,Widows' Peak (1994),Drama,111712,3.0
453,For Love or Money (1993),Comedy|Romance,106941,3.0
454,"Firm, The (1993)",Drama|Thriller,106918,3.5
455,Free Willy (1993),Adventure|Children|Drama,106965,3.0
456,Fresh (1994),Crime|Drama|Thriller,109842,4.0
457,"Fugitive, The (1993)",Thriller,106977,4.0
458,Geronimo: An American Legend (1993),Drama|Western,107004,3.0
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,109890,2.5
460,Getting Even with Dad (1994),Comedy,109891,3.0
461,Go Fish (1994),Drama|Romance,109913,3.5
463,Guilty as Sin (1993),Crime|Drama|Thriller,107057,2.5
464,Hard Target (1993),Action|Adventure|Crime|Thriller,107076,3.0
465,Heaven & Earth (1993),Action|Drama|War,107096,5.0
466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144,3.0
467,Live Nude Girls (1995),Comedy,113674,3.0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,112966,3.0
469,"House of the Spirits, The (1993)",Drama|Romance,107151,3.0
470,House Party 3 (1994),Comedy,110064,1.75
471,"Hudsucker Proxy, The (1994)",Comedy,110074,4.0
472,I'll Do Anything (1994),Comedy|Drama,110097,2.0
473,In the Army Now (1994),Comedy|War,110123,3.5
474,In the Line of Fire (1993),Action|Thriller,107206,4.0
475,In the Name of the Father (1993),Drama,107207,4.0
476,"Inkwell, The (1994)",Comedy|Drama,110137,3.0
477,What's Love Got to Do with It? (1993),Drama|Musical,108551,3.5
479,Judgment Night (1993),Action|Crime|Thriller,107286,2.5
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,107290,4.0
481,Kalifornia (1993),Drama|Thriller,107302,3.0
482,Killing Zoe (1994),Crime|Drama|Thriller,110265,3.5
483,King of the Hill (1993),Drama,107322,3.25
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,107362,3.0
486,Life with Mikey (1993),Comedy,107413,2.5
487,Lightning Jack (1994),Comedy|Western,110353,3.0
488,M. Butterfly (1993),Drama|Romance,107468,4.0
489,Made in America (1993),Comedy,107478,2.75
490,Malice (1993),Thriller,107497,3.75
491,"Man Without a Face, The (1993)",Drama,107501,3.0
492,Manhattan Murder Mystery (1993),Comedy|Mystery,107507,4.0
493,Menace II Society (1993),Action|Crime|Drama,107554,4.0
494,Executive Decision (1996),Action|Adventure|Thriller,116253,3.0
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,74102,3.0
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,111689,3.5
497,Much Ado About Nothing (1993),Comedy|Romance,107616,4.0
498,Mr. Jones (1993),Drama|Romance,107611,2.0
